0,0,0,26123,-2578
1,1,0,26109,156
2,2,0,26209,-450
3,3,0,26309,-1001
4,4,0,26409,-1205
5,5,0,26509,-953
6,6,0,26609,-383
7,7,0,26709,226
8,8,0,26809,7136
9,9,0,26709,20407
10,10,0,26609,12663
11,11,0,26509,5717
12,12,0,26409,3339
13,13,0,26309,2549
14,14,0,26209,1859
15,15,0,26109,897
16,16,0,26009,-3
17,17,0,26109,-383
18,18,0,26209,-156
19,19,0,26309,307
20,20,0,26405,473
21,21,0,26418,59
22,22,0,26518,-703
23,23,0,26618,-1265
24,24,0,26718,-1175
25,25,0,26818,1041
26,26,0,26718,1759
27,27,0,26618,1676
28,28,0,26518,1341
29,29,0,26418,654
30,30,0,26341,-21
31,31,0,26441,-277
32,32,0,26541,-53
33,33,0,26641,329
34,34,0,26726,427
35,35,0,26762,25
36,36,0,26862,-646
37,37,0,26962,-1122
38,38,0,27062,-1034
39,39,0,27162,-375
40,40,0,27262,458
41,41,0,27283,968
42,42,0,27183,901
43,43,0,27083,406
44,44,0,27130,-90
45,45,0,27230,-228
46,46,0,27330,5
47,47,0,27430,313
48,48,0,27523,327
49,49,0,27609,-83
50,50,0,27709,-667
51,51,0,27809,-1018
52,52,0,27909,-855
53,53,0,28009,-228
54,54,0,28109,485
55,55,0,28116,875
56,56,0,28016,766
57,57,0,27916,314
58,58,0,28009,-80
59,59,0,28109,-129
60,60,0,28209,540
61,61,0,28189,1335
62,62,0,28089,769
63,63,0,27989,92
64,64,0,28089,-519
65,65,0,28189,-148
66,66,0,28289,17700
67,67,0,28189,23268
68,68,0,28089,12169
69,69,0,27989,6140
70,70,0,27889,3892
71,71,0,27789,2630
72,72,0,27689,1519
73,73,0,27589,740
74,74,0,27489,604
75,75,0,27437,1005
76,76,0,27337,1367
77,77,0,27237,1069
78,78,0,27137,-21
79,79,0,27237,-1444
80,80,0,27337,-2402
81,81,0,27437,-2320
82,82,0,27537,-1268
83,83,0,27637,112
84,84,0,27737,1067
85,85,0,27637,1230
86,86,0,27537,839
87,87,0,27437,458
88,88,0,27458,492
89,89,0,27462,879
90,90,0,27362,1140
91,91,0,27262,795
92,92,0,27162,-195
93,93,0,27262,-1396
94,94,0,27362,-2125
95,95,0,27462,-1943
96,96,0,27562,-971
97,97,0,27662,212
98,98,0,27762,981
99,99,0,27662,1073
100,100,0,27562,731
101,101,0,27462,432
102,102,0,27496,483
103,103,0,27504,792
104,104,0,27404,943
105,105,0,27304,564
106,106,0,27272,-325
107,107,0,27372,-1327
108,108,0,27472,-1865
109,109,0,27572,-1616
110,110,0,27672,-732
111,111,0,27772,276
112,112,0,27872,895
113,113,0,27772,942
114,114,0,27672,650
115,115,0,27597,417
116,116,0,27638,468
117,117,0,27654,701
118,118,0,27554,757
119,119,0,27454,365
120,120,0,27521,-420
121,121,0,27621,-1241
122,122,0,27721,-1625
123,123,0,27821,-1336
124,124,0,27921,-542
125,125,0,28021,318
126,126,0,28112,1529
127,127,0,28012,2599
128,128,0,27912,1441
129,129,0,27812,789
130,130,0,27712,666
131,131,0,27629,763
132,132,0,27529,695
133,133,0,27432,257
134,134,0,27532,-450
135,135,0,27632,-1099
136,136,0,27732,-1324
137,137,1,27832,-1004
138,136,1,27932,-311
139,135,1,28032,625
140,134,1,27970,1326
141,133,1,27870,955
142,132,1,27770,595
143,131,1,27723,443
144,130,1,27751,508
145,129,1,27747,614
146,128,1,27690,513
147,127,1,27684,108
148,126,1,27784,-475
149,125,1,27884,-958
150,124,1,27984,-420
151,123,1,28084,3972
152,122,1,27984,8841
153,121,1,27884,5142
154,120,1,27784,2701
155,119,1,27684,1751
156,118,1,27584,1291
157,117,1,27484,971
158,116,1,27384,773
159,115,1,27284,699
160,114,1,27185,638
161,113,1,27116,441
162,112,1,27145,7
163,111,1,27245,-592
164,110,1,27345,-1106
165,109,1,27445,-1280
166,108,1,27545,-1016
167,107,1,27645,-434
168,106,1,27745,188
169,105,1,27845,640
170,104,1,27775,833
171,103,1,27675,727
172,102,1,27575,602
173,101,1,27524,535
174,100,1,27507,468
175,99,1,27523,299
176,98,1,27623,-62
177,97,1,27723,-557
178,96,1,27823,-930
179,95,1,27923,-552
180,94,1,28023,10544
181,93,1,27923,23779
182,92,1,27823,13857
183,91,1,27723,7859
184,90,1,27623,4599
185,89,1,27523,3245
186,88,1,27423,2276
187,87,1,27323,1433
188,86,1,27223,944
189,85,1,27123,924
190,84,1,27023,1058
191,83,1,26923,840
192,82,1,26823,6
193,81,1,26923,-1228
194,80,1,27023,-2243
195,79,1,27123,-2437
196,78,1,27223,-1663
197,77,1,27323,-323
198,76,1,27423,885
199,75,1,27323,1431
200,74,1,27223,1290
201,73,1,27123,864
202,72,1,27023,618
203,71,1,26964,726
204,70,1,26864,900
205,69,1,26764,696
206,68,1,26666,-85
207,67,1,26766,-1192
208,66,1,26866,-2036
209,65,1,26966,-2101
210,64,1,27066,-1316
211,63,1,27166,-97
212,62,1,27266,916
213,61,1,27166,1289
214,60,1,27066,1068
215,59,1,26966,655
216,58,1,26889,468
